USDA Food Name,GI DB Food name,Similarity Score
Tomato sandwich on white,Chicken Stew (McIntosh of Dyce),0.7817762526194398
"Raw vegetable, NFS",chili con carne,0.7773407828086513
"Artichoke, raw",Veal Soup With Egg Lemon Sauce,0.782672018244723
"Bean sprouts, raw",Flaxseeds,0.7775369754039567
"Green beans, raw",Cashew nuts. plain,0.7754060119418809
"Beets, raw","Smoothie, Tropical, Devondale brand (Murray Goulburn Co- Operative Company Limited, Australia)",0.780668211565686
"Brussels sprouts, raw","Sweet potato (Ipomoea batatas), Dor cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",0.7829813468707055
"Cabbage, green, raw","Bread, rye, made from 75% endosperm rye flour (Lantmännen R&D, Järna, Sweden) and 25% wheat flour, frozen and thawed",0.7747058194969396
"Cabbage, red, raw",Flaxseeds,0.7819935154204535
"Cauliflower, raw",Rye bread,0.7787587840706557
"Celery, raw",milkchocolate with nuts,0.7794589426184733
"Corn, raw",rhubarb dish with vanilla sauce,0.7781797514891938
"Cucumber, raw",grapefruit jam,0.7802144428665807
"Garlic, raw","Avocado, raw",0.7855929861285544
"Jicama, raw","Jackfruit (Artocarpus heterophyllus), flesh (400 g) and seeds (10 g), boiled with water, consumed with 25 g coconut scrapings and 10 g onion sambal Sri",0.773982823358633
"Leek, raw",Buttermilk With Fruit,0.7783347042721681
"Lettuce, raw",quark with fruit 50%,0.7720614093730042
"Mixed salad greens, raw",Crispy chicken - battered (Birds Eye),0.780466703243122
"Mushrooms, raw","Soy Joy Fruit & Soy Bar®, Apple (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)",0.7801920070749744
"Onions, green, raw",Monster munch (cheesy),0.7749110006629334
"Onions, raw",fruit kefir,0.7785772917967864
"Green peas, raw","Chocolate, dark Czech",0.7752456305169692
"Pepper, hot chili, raw","Kinder Softy nocciola (Praline with hazelnut cream) (Kinder, Ferrero, Italy)",0.778928756719792
"Pepper, raw, NFS",Eggs. chicken. scrambled. with milk,0.7792133583039146
"Pepper, sweet, green, raw",Milk Rolls White. Salted,0.7790496022570536
"Pepper, sweet, red, raw",Flaxseeds,0.7779391272983708
"Pepper, banana, raw",Fish cakes. fried in sunflower oil,0.7854294645114672
"Seaweed, raw",Cheese. cottage. 20 % fidm.,0.7841065117028859
"Snowpeas, raw","Mango, raw (Chin-Hwang Mango)",0.774896466149513
"Summer squash, green, raw","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7752533865226098
"Turnip, raw",semolina pudding ready made,0.7846201103874839
Mixed vegetable juice,Fruit juice drink. low calorie. ready to drink,0.7724706443027823
Celery juice,Gherkin. pickled,0.7772616667651349
"Broccoli salad with cauliflower, cheese, bacon bits, and dressing","White sandwich bread, Low GI, high fiber, Low GI Wonder Active (Quality Bakers, Sydney, Australia)",0.7827004030099602
Broccoli slaw salad,"Long Grain & Wild, Uncle Ben's® Ready Rice (pouch) (Effem Foods, USA)",0.7771326483434395
"Coleslaw, fast food / restaurant",Chicken Breast With Vegetables In Creamy Sauce. Stewed,0.7772627919949411
Coleslaw,Cornmeal porridge,0.7825063552920923
"Cabbage salad or coleslaw, made with light coleslaw dressing","Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan), whole grain (only the husk was removed), boiled for 25 min",0.7745332107749441
"Cabbage salad or coleslaw, made with Italian dressing",Cream Low Fat 25% Fat,0.7760828363997607
"Cabbage salad or coleslaw, made with light Italian dressing",Khabisa (semolina pudding with cardamom),0.7748026956778672
"Cabbage salad or coleslaw, made with creamy dressing","Capellini (Primo Foods Ltd., Toronto, Canada) Canada",0.7785984792630458
"Cabbage salad or coleslaw, made with light creamy dressing",Haddock. in batter. fried in retail blend oil,0.7804088232647538
"Cabbage salad, NFS","Muesli breakfast bar, gluten-free (Freedom Foods, Australia)",0.7759579105334831
"Coleslaw, with fruit","Oat Bran cereal (Quaker Oats Co, Peterborough, ON, Canada)",0.7708453107428666
"Cabbage salad or coleslaw with pineapple, with dressing","Water cracker (Arnotts, Australia)",0.7697021081139092
Cucumber and vegetable namasu,fruit-milk drink (mueller),0.7708209179483986
"Cucumber salad, made with sour cream dressing",tesco own bombay potatoes,0.7750330156145768
"Cucumber salad, made with Italian dressing",Chocolate drink w/water,0.7840189645868693
Cucumber salad made with cucumber and vinegar,Sandwich Spread Heinz,0.7733972796834796
"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",Tesco own milk chocolate digestive bars,0.7766263749238044
"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",hoi sin sauce (Uncle Bens),0.7775304110493355
"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",Barley flakes,0.7744365376066501
"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",Coriander leaves. fresh,0.7818818540269115
"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing","Morning Coffee™(Arnotts, Australia)",0.7732255076439898
"Spinach salad, no dressing",Soft-Boiled Egg,0.7851005314374496
"Vegetables, NS as to type, cooked, NS as to fat added in cooking",potato stew with bacon ready made (knorr),0.7810075185997367
"Vegetables, NS as to type, cooked, fat not added in cooking",Dates (dried),0.7796624346054208
"Vegetables, NS as to type, cooked, fat added in cooking, NS as to type of fat",High Lights Chocolate Drink: Dry Powder (Cadburys),0.7791233743710052
"Vegetables, NS as to type, cooked, made with oil",Mushrooms. shiitake. cooked,0.7776221923705795
"Algae, dried","Peas, frozen, heated in the microwave (McCain Foods Aust. Pty Ltd, Australia)",0.7770993395774294
Aloe vera juice drink,"Bread, made from wheat flour and 20% cassava flour",0.786842665231575
"Artichoke, cooked, NS as to form, NS as to fat added in cooking",gooseberry jam,0.7745529034637921
"Artichoke, cooked, NS as to form, fat not added in cooking","Pretzels, oven-baked, traditional wheat flavor, 97% fat free (Parker's, Smith's Snack Food Co., Australia)",0.7721699626949616
"Artichoke, fresh, cooked, no added fat",strawberry raw,0.78039599612952
"Artichoke, frozen, cooked, no added fat","Icecream, dairy, Tiramisu",0.7813923680983326
"Artichoke, canned, cooked, no added fat",Tesco own milk chocolate digestive bars,0.7756872147585985
"Artichokes, NS as to form, cooked",Flaxseeds,0.7767201921795895
"Artichoke, fresh, cooked, fat added",Instant dessert powder. made up with milk,0.7713746707378377
"Artichoke, canned, cooked, fat added","Sustain™ bar (Kellogg's, Australia)",0.7749812313383435
Artichoke salad in oil,Mousse. frozen,0.7757989005715863
"Artichoke, cooked, from fresh, made with oil",Sainsbury's all butter flapjacks,0.7752970809675991
"Artichoke, cooked, from frozen, made with oil","Split Pea (Wil-Pak Foods, USA) USA",0.7772944238355531
"Asparagus, cooked, NS as to form, NS as to fat added in cooking","Whole Grain Tortilla, Old El Paso™ (General Mills Australia Pty Ltd)",0.77757384353401
"Asparagus, fresh, cooked, no added fat",Maize Sweet (Sweetcorn),0.7790971911894962
"Asparagus, fresh, cooked, fat added, NS as to fat type",Hering,0.7801452922017317
"Asparagus, fresh, cooked with oil",Go Ahead Hazlenut & Pistachio Bar (35g),0.7764754853852806
"Asparagus, fresh, cooked with butter or margarine","sugar, sucrose",0.7789674396782791
"Bamboo shoots, cooked, fat added in cooking","Grape juice, 100%, Daily C (Weichuan Shanghai, China)",0.7759870046922799
"Beans, lima, immature, cooked, NS as to form, NS as to fat added in cooking",Cottage cheese. plain,0.7735241586491663
"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking",chicken-noodle soup erady made (maggi),0.7762368365889426
"Beans, lima, immature, cooked, from frozen, NS as to fat added in cooking",Curds Spread With Sweet Capsicum,0.7845299308612763
"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking","Marmalade, apricot/carrot",0.7710888571917482
"Beans, lima, immature, cooked, NS as to form, fat not added in cooking","M�sli, original, with berries",0.7694395119554708
"Beans, lima, immature, cooked, from fresh, fat not added in cooking",Coca Cola,0.7803658628934929
"Lima beans, from frozen, no added fat",Pork and apple casserole,0.7839586552841075
"Beans, lima, immature, cooked, from canned, fat not added in cooking",Chicken Breast With Vegetables In Creamy Sauce. Stewed,0.7739164882379101
"Beans, lima, immature, cooked, NS as to form, fat added in cooking, NS as to type of fat","Flavored milk, chocolate or strawberry, Masters®, reduced fat, (National Foods Ltd, Australia)",0.7807350440414389
"Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat",Coffee. instant. powder,0.7795713833397335
"Lima beans, from frozen, fat added","English Muffin™ bread (Natural Ovens, USA)",0.7757145779369042
"Lima beans, from canned","Sugar, refined (Sadam-Eridania, Italy)",0.7708029310159393
"Beans, lima, immature, cooked, from fresh, made with oil",mc sundae with waffle (mc donalds,0.7833030494391705
"Beans, lima, immature, cooked, from frozen, made with oil",Curds Spread With Sweet Capsicum,0.7779848831981987
"Beans, lima, immature, cooked, from frozen, made with butter","Apple, Braeburn New",0.7848766333544319
"Beans, lima, immature, cooked, from frozen, made with margarine",Skimmed milk. pasteurised,0.7727195582016626
"Beans, lima, immature, cooked, from canned, made with oil",Doritos corn chips (Walkers),0.7776743391745722
"Beans, lima, immature, canned, low sodium, fat not added in cooking",Processed cheese. slices. reduced fat,0.7752396570517746
"Beans, lima, immature, canned, low sodium, fat added in cooking","Gluten-free white bread, unsliced (gluten-free wheat starch)",0.7730533098267696
"Beans, string, cooked, from fresh, NS as to color, made with oil",Dressing mix w/garlic,0.7836690519359618
"Beans, string, cooked, from fresh, NS as to color, made with butter",Gingernut biscuits,0.7756004545627444
"Beans, string, cooked, from frozen, NS as to color, made with oil","Spaghetti, white (Vetta, Greens Foods, Glendenning, Australia), boiled for 12 min",0.7789257110387303
"Beans, string, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat",Curds Spread With Sweet Capsicum,0.7791135179299467
"Beans, string, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat",Cider. sweet,0.7751331726162878
"Beans, string, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat",White rice. easy cook. raw,0.773171409404449
"Beans, string, cooked, from canned, NS as to color, fat added in cooking, NS as to type of fat","White rice, NS, boiled in salted water",0.7754825289403658
"Beans, string, cooked, NS as to form, NS as to color, fat not added in cooking","Puttu/Pittu, made from industrially-milled finger millet (Eucenea coracana) flour Sri",0.7765656523270479
"Beans, string, cooked, from fresh, NS as to color, fat not added in cooking",Pork sausages. frozen. raw,0.7776874807289278
"Beans, string, cooked, from frozen, NS as to color, fat not added in cooking",Gravy Medium Fat Averaged,0.7760435914895625
"Beans, string, cooked, from canned, NS as to color, fat not added in cooking",Fennel seed,0.777726899146467
"Beans, string, cooked, NS as to form, NS as to color, NS as to fat added in cooking",Meat balls w/seleri,0.7758375056434389
"Beans, string, cooked, from fresh, NS as to color, NS as to fat added in cooking",Turnip Tops Boiled Without Salt,0.7763858901795861
"Green beans, cooked, from restaurant",Stuffing mix. dried,0.7706759963290519
"Beans, string, green, cooked, NS as to form, NS as to fat added in cooking",Milk Dried Whole,0.7808174549761284
"Beans, string, green, cooked, from fresh, NS as to fat added in cooking",Sandwich. Bacon. lettuce and tomato. white bread,0.7756476947692081
"Beans, string, green, cooked, from canned, NS as to fat added in cooking",Milk Lentil Soup,0.7741247228812097
"Beans, string, green, cooked, NS as to form, fat not added in cooking",Minced/skinned tomatoes,0.7714348090724532
"Green beans, fresh, cooked, no added fat",McDonalds Cheeseburger,0.7726766626109436
"Green beans, frozen, cooked, no added fat",Sainsbury's Tuna & Sweetcorn Pasta (Cooked),0.773732298953364
"Green beans, canned, cooked, no added fat",Juice Apple,0.7794809440654082
"Green beans, NS as to form, cooked",Egg Chicken,0.7740775253772716
"Green beans, fresh, cooked, fat added, NS as to fat type",anchor low fat cream (swirls),0.7754804735754657
"Green beans, frozen, cooked, fat added, NS as to fat type",Maize Sweet (Sweetcorn),0.7780652825737546
"Green beans, canned, cooked, fat added, NS as to fat type","Pink Rice Cake (teochew rice cake or Png Kueh), steamed rice pastry stuffed with pan-fried glutinous rice (Dilys Creation, Singapore)",0.7743180357149854
"Beans, string, green, cooked, NS as to form, made with butter",Toffee,0.7758065867102242
"Green beans, fresh, cooked with oil",fruit mix raw,0.775222204294987
"Green beans, fresh, cooked with butter or margarine","SmartZone Crunchy Chocolate Brownie flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",0.7641517566064564
"Beans, string, green, cooked, from fresh, made with margarine",McDonalds Cheeseburger,0.785268894572939
"Green beans, frozen, cooked with butter or margarine","Potato (Solanum Tuberosum), peeled, steamed 1 h",0.7827796847970258
"Beans, string, green, cooked, from frozen, made with margarine","Jasmine rice, white, cooked in rice cooker (Golden World Foods, Bangkok, Thailand)",0.7723318700625326
"Green beans, canned, cooked with butter or margarine",Curds Spread With Sweet Capsicum,0.7790417003459966
"Beans, string, green, cooked, from canned, made with margarine",Advocaat,0.7794668832742386
"Green beans, canned, reduced sodium, cooked, no added fat",Quark,0.7754556379045444
"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",Lasagna With Meat And Sauce,0.7716127584983488
Fried green beans,noodle salad with mixed vegetables and mayo,0.7731946330506204
"Beans, string, yellow, cooked, NS as to form, fat not added in cooking",Flaxseeds,0.7870401983001521
"Beans, string, yellow, cooked, from fresh, fat not added in cooking",Sainsbury's Tuna & Sweetcorn Pasta (Cooked),0.7732479267347747
"Yellow string beans, cooked","Dates, Fara'd variety (Al Saad date factory, Al Ain, UAE)",0.779700220507754
"Beans, string, yellow, cooked, from fresh, fat added in cooking, NS as to type of fat","Sunshine™ soy protein chips, lightly salted (Revival Soy®, Physicians Pharmaceuticals, Inc., USA)",0.7759691955077122
"Bean sprouts, cooked, from fresh, NS as to fat added in cooking",Ciabatta Rolls,0.7783394042098318
"Bean sprouts, cooked, NS as to form, fat not added in cooking",Thin & cripsy cheese and tomato pizza (Tesco),0.7814044618828384
"Bean sprouts, cooked, from fresh, fat not added in cooking",Mousse. frozen,0.7759829311772571
"Bean sprouts, cooked","Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium)43",0.7766780838207454
"Beets, cooked, NS as to form, NS as to fat added in cooking","Fish, fillet, breaded and fried",0.7735430596599618
"Beets, cooked, from fresh, NS as to fat added in cooking",Okra with tomatoes and onion. West Indian,0.7776588718362709
"Beets, cooked, from canned, NS as to fat added in cooking","Fusilli pasta, gluten-free, Pasta Riso, containing rice flour and rice germ (Scotti, Italy), boiled in unsalted water",0.7711215016001282
